country,cause,beta,gamma,eta,mu,xi,theta,q,Lambda_scaled,Lambda_per_100k_per_year,cause_name
Seychelles,Amphetamine use disorders,0.5586656928062439,0.7120340466499329,0.1801291406154632,0.0078075,0.0043637,0.0646834,1.4573224782943726,17.60508918762207,1760.508918762207,Amphetamine
Sierra_Leone,Amphetamine use disorders,0.966869593,0.3952692747116089,0.3060404360294342,0.016082499,0.003649271,0.114342913,1.7341169118881226,40.35779571533203,4035.779571533203,Amphetamine
Singapore,Amphetamine use disorders,0.5489432215690613,0.7169954776763916,0.1974904984235763,0.004347265,0.004709377,0.070753492,1.4577903747558594,10.737706184387209,1073.7706184387207,Amphetamine
Slovakia,Amphetamine use disorders,0.5573447346687317,0.7134019136428833,0.1940064281225204,0.009999471,0.004909669,0.070486203,1.4633545875549316,10.951412200927734,1095.1412200927734,Amphetamine
Slovenia,Amphetamine use disorders,0.5486165881156921,0.7205414772033691,0.1942338198423385,0.009716059,0.005853307,0.070555598,2.057178020477295,9.659587860107422,965.9587860107422,Amphetamine
Solomon_Islands,Amphetamine use disorders,0.5740535259246826,0.694176435,0.1646744608879089,0.005856176,0.00496993,0.1289613395929336,1.4790085554122925,33.55902862548828,3355.902862548828,Amphetamine
Somalia,Amphetamine use disorders,0.9683927893638612,0.3977531790733337,0.2948605716228485,0.016672736,0.003687512,0.1103244721889495,1.732007384300232,48.56155776977539,4856.155776977539,Amphetamine
South_Africa,Amphetamine use disorders,0.5613449811935425,0.7169080972671509,0.1784870326519012,0.010276676,0.005098514,0.065581769,1.4609925746917725,22.53614616394043,2253.614616394043,Amphetamine
South_Sudan,Amphetamine use disorders,0.9534642696380616,0.4060395658016205,0.2899421453475952,0.019849706,0.003758444,0.1083966195583343,1.7338783740997314,42.553321838378906,4255.332183837891,Amphetamine
Spain,Amphetamine use disorders,0.5487913489341736,0.7154968976974487,0.1894817650318145,0.008716618,0.003726487,0.069833703,1.4521284103393557,9.322706223,932.2706223,Amphetamine
Sri_Lanka,Amphetamine use disorders,0.5605635046958923,0.7141655087471008,0.1836588978767395,0.006788324,0.004233095,0.066670857,1.4595696926116943,17.639265060424805,1763.9265060424805,Amphetamine
Sudan,Amphetamine use disorders,0.970882237,0.3937300741672516,0.3100400269031524,0.008972618,0.003827138,0.1158050000667572,1.7325055599212646,38.74867630004883,3874.867630004883,Amphetamine
Suriname,Amphetamine use disorders,0.5784989595413208,0.730412483,0.1891658306121826,0.00759097,0.006358575,0.067191377,2.0190916061401367,22.397470474243164,2239.7470474243164,Amphetamine
Sweden,Amphetamine use disorders,0.5389140844345093,0.7136490941047668,0.1903966516256332,0.009962117,0.005942255,0.069776952,1.443428874015808,11.476794242858888,1147.679424285889,Amphetamine
Switzerland,Amphetamine use disorders,0.556689978,0.7093133926391602,0.1938879638910293,0.008450147,0.005211473,0.070942223,1.452440857887268,10.498147010803224,1049.8147010803225,Amphetamine
Syrian_Arab_Republic,Amphetamine use disorders,0.9578648209571838,0.392892838,0.3200205564498901,0.004997941,0.003834554,0.1175265684723854,1.7258538007736206,28.17361831665039,2817.361831665039,Amphetamine
Taiwan,Amphetamine use disorders,0.5498607158660889,0.6998543739318848,0.1953235864639282,0.006446765,0.00237208,0.069498554,1.445733666419983,10.523881912231444,1052.3881912231443,Amphetamine
Tajikistan,Amphetamine use disorders,0.569271982,0.7105512619018555,0.1818558275699615,0.006842353,0.005645931,0.067763135,1.768631100654602,32.038822174072266,3203.8822174072266,Amphetamine
Thailand,Amphetamine use disorders,0.5484665632247925,0.7094631195068359,0.1896076649427414,0.0067065,0.002035327,0.066928327,1.4513739347457886,13.412264823913574,1341.2264823913574,Amphetamine
Timor-Leste,Amphetamine use disorders,0.5595057606697083,0.6862349510192871,0.1645087003707885,0.010735147,0.004734814,0.1293511539697647,1.4558818340301514,33.84211730957031,3384.2117309570312,Amphetamine
Togo,Amphetamine use disorders,0.9537690877914428,0.3998871743679046,0.3237462937831878,0.010698,0.003567154,0.1183159947395324,1.7227445840835571,36.82749938964844,3682.749938964844,Amphetamine
Tokelau,Amphetamine use disorders,0.5629663467407227,0.7172306776046753,0.1811795979738235,0.006929618,0.00551132,0.064526714,1.4670040607452393,22.47808837890625,2247.808837890625,Amphetamine
Tonga,Amphetamine use disorders,0.5660513639450073,0.717197061,0.1866480112075805,0.006501588,0.005539171,0.066352598,1.5062007904052734,28.316970825195312,2831.6970825195312,Amphetamine
Trinidad_and_Tobago,Amphetamine use disorders,0.5883744955062866,0.7205588817596436,0.1884468793869018,0.007090206,0.006105338,0.069073752,1.9989529848098757,14.549617767333984,1454.9617767333984,Amphetamine
Tunisia,Amphetamine use disorders,0.9546204805374146,0.3945434689521789,0.3367512226104736,0.005656206,0.003970041,0.1207885,1.7221686840057373,18.40144157409668,1840.144157409668,Amphetamine
Turkmenistan,Amphetamine use disorders,0.5610743761062622,0.7141727805137634,0.1789807081222534,0.006685294,0.005853963,0.065905593,1.4584128856658936,25.95844078063965,2595.844078063965,Amphetamine
Tuvalu,Amphetamine use disorders,0.5625872611999512,0.7127923965454102,0.1892522871494293,0.009746176,0.005546135,0.067915775,1.4640781879425049,25.724794387817383,2572.4794387817383,Amphetamine
Türkiye,Amphetamine use disorders,0.9584693908691406,0.3964458107948303,0.334711492,0.006060206,0.005071701,0.1221062391996383,1.7176895141601562,19.181676864624023,1918.1676864624023,Amphetamine
Uganda,Amphetamine use disorders,0.9761958122253418,0.3911851942539215,0.3067342638969421,0.010899206,0.003638864,0.1158930212259292,1.734977365,44.15217590332031,4415.217590332031,Amphetamine
Ukraine,Amphetamine use disorders,0.5517424941062927,0.7159070372581482,0.1936226189136505,0.014542148,0.004815504,0.070589393,1.4491924047470093,9.415941238,941.5941238,Amphetamine
United_Arab_Emirates,Amphetamine use disorders,0.5587736964225769,0.7258787751197815,0.192124069,0.001664706,0.005919808,0.069572128,2.0356740951538086,14.260765075683594,1426.0765075683594,Amphetamine
United_Kingdom,Amphetamine use disorders,0.5374926328659058,0.7100950479507446,0.1860838085412979,0.009973912,0.002920667,0.066515356,1.4397428035736084,12.060029029846191,1206.0029029846191,Amphetamine
United_Republic_of_Tanzania,Amphetamine use disorders,0.973948598,0.396593302,0.3129545152187347,0.010056029,0.003676404,0.1171829253435134,1.728541374206543,39.76229476928711,3976.229476928711,Amphetamine
United_States_of_America,Amphetamine use disorders,0.5320608615875244,0.7151154279708862,0.1869693100452423,0.008547026,0.006980292,0.06728442,1.4412620067596436,13.220812797546388,1322.081279754639,Amphetamine
Uruguay,Amphetamine use disorders,0.5664501786231995,0.7238763570785522,0.1944494843482971,0.009658705,0.00582032,0.068799637,2.0309884548187256,14.684470176696776,1468.4470176696775,Amphetamine
Uzbekistan,Amphetamine use disorders,0.566134512,0.7157649993896484,0.1807391196489334,0.006621941,0.005642435,0.066352963,1.487062931060791,24.813323974609375,2481.3323974609375,Amphetamine
Vanuatu,Amphetamine use disorders,0.5728312730789185,0.6873065233230591,0.1648750603199005,0.005620088,0.004971699,0.1292718946933746,1.472954273223877,32.86776351928711,3286.776351928711,Amphetamine
Venezuela_(Bolivarian_Republic_of),Amphetamine use disorders,0.9324886202812196,0.4053317904472351,0.3159696459770202,0.005643294,0.003522676,0.114653893,1.737587571144104,21.63617706298828,2163.617706298828,Amphetamine
Viet_Nam,Amphetamine use disorders,0.5566916465759277,0.7108331918716431,0.1793971061706543,0.006020529,0.004395682,0.065354712,1.453101396560669,18.917823791503903,1891.7823791503904,Amphetamine
Yemen,Amphetamine use disorders,0.9757380485534668,0.3894961178302765,0.3081464767456054,0.007135088,0.003822308,0.1166528463363647,1.7365165948867798,39.61505889892578,3961.505889892578,Amphetamine
Zambia,Amphetamine use disorders,0.9653180241584778,0.3977838158607483,0.3092106878757477,0.011790353,0.00369624,0.1159744560718536,1.732528567314148,41.69444274902344,4169.444274902344,Amphetamine
Zimbabwe,Amphetamine use disorders,0.9609423279762268,0.4004007279872894,0.3182207345962524,0.012182853,0.003988431,0.1159527227282524,1.7213799953460691,34.39767837524414,3439.767837524414,Amphetamine
Afghanistan,Cocaine use disorders,0.9427145719528198,0.4032382071018219,0.3056411743164062,0.010593647,0.006006552,0.113433801,1.733660101890564,44.61658859,4461.658859,Cocaine
Albania,Cocaine use disorders,0.947844148,0.398979902,0.3225456774234772,0.006435971,0.004417248,0.1182955130934715,1.725482702255249,15.754352569580078,1575.4352569580078,Cocaine
Algeria,Cocaine use disorders,0.9585803151130676,0.3993434309959411,0.3296015858650207,0.005049559,0.009024903,0.1180846542119979,1.7187066078186035,23.44144058227539,2344.144058227539,Cocaine
American_Samoa,Cocaine use disorders,1.0102108716964722,0.3725855350494385,0.3306625187397003,0.005067118,0.014518643,0.119175375,1.687676191329956,25.512500762939453,2551.2500762939453,Cocaine
Andorra,Cocaine use disorders,0.552909791,0.7200594544410706,0.1922019273042678,0.0059045,0.00537154,0.070378751,1.8154447078704832,10.26941204071045,1026.941204071045,Cocaine
Angola,Cocaine use disorders,0.9886826276779176,0.3858354091644287,0.2922857999801636,0.013762882,0.008970064,0.1109214052557945,1.753205418586731,44.78838348388672,4478.838348388672,Cocaine
Antigua_and_Barbuda,Cocaine use disorders,0.550185502,0.7160598039627075,0.1891993731260299,0.006499912,0.005989672,0.067195483,1.4517488479614258,15.657058715820312,1565.7058715820312,Cocaine
Argentina,Cocaine use disorders,0.5641011595726013,0.7141293883323669,0.1761710494756698,0.007722559,0.003246088,0.063352048,1.4573702812194824,17.917530059814453,1791.7530059814453,Cocaine
Armenia,Cocaine use disorders,0.9650226831436156,0.391552597,0.3349213898181915,0.009206736,0.00546665,0.1225559785962104,1.714193583,14.52055835723877,1452.055835723877,Cocaine
Australia,Cocaine use disorders,0.5653220415115356,0.7094768285751343,0.1900216937065124,0.006736794,0.002848004,0.068441555,1.4587281942367554,13.228617668151855,1322.8617668151855,Cocaine
Austria,Cocaine use disorders,0.55796057,0.712729812,0.197694331,0.009681941,0.004685987,0.070763767,1.4550585746765137,9.953117370605469,995.3117370605468,Cocaine
Azerbaijan,Cocaine use disorders,0.968411386,0.3961444795131683,0.3283348679542541,0.00762197,0.005269481,0.1192178651690483,1.7126946449279783,18.102970123291016,1810.2970123291016,Cocaine
Bahamas,Cocaine use disorders,0.5613579154014587,0.7216280698776245,0.1937537640333175,0.007293118,0.005702201,0.068608694,1.4692916870117188,16.07561683654785,1607.5616836547852,Cocaine
Bahrain,Cocaine use disorders,0.9640294313430786,0.3951186537742615,0.3296841979026794,0.002421794,0.004765542,0.1190788671374321,1.716535568237305,18.16820526123047,1816.8205261230469,Cocaine
Bangladesh,Cocaine use disorders,1.0187324285507202,0.3670057654380798,0.3343607783317566,0.007485147,0.02335578,0.1233874857425689,1.6837811470031738,25.462059020996097,2546.2059020996094,Cocaine
Barbados,Cocaine use disorders,0.9421770572662354,0.397138774,0.3213628232479095,0.009205294,0.003908052,0.1173064783215522,1.7297909259796145,13.201882362365724,1320.1882362365725,Cocaine
Belarus,Cocaine use disorders,0.952572465,0.3933506608009338,0.333120733,0.013478883,0.00418637,0.120514765,1.722470522,10.27685260772705,1027.685260772705,Cocaine
Belgium,Cocaine use disorders,0.5546987056732178,0.7165991067886353,0.1908721029758453,0.009997529,0.005535712,0.070511028,1.459968090057373,11.129528999328612,1112.952899932861,Cocaine
Belize,Cocaine use disorders,0.567462683,0.7196652293205261,0.1776604354381561,0.005327471,0.005817962,0.066078633,1.5820255279541016,25.874765396118164,2587.4765396118164,Cocaine
Benin,Cocaine use disorders,0.9994236826896667,0.3678819537162781,0.3281058073043823,0.011178323,0.017949456,0.1190152913331985,1.6950509548187256,40.570648193359375,4057.0648193359375,Cocaine
Bermuda,Cocaine use disorders,0.5638420581817627,0.7074382305145264,0.1885867118835449,0.007643882,0.005103904,0.067700654,1.472382903,11.266794204711914,1126.6794204711914,Cocaine
Bhutan,Cocaine use disorders,0.999963105,0.3678805828094482,0.3426549434661865,0.007709383,0.017933415,0.1362637132406234,1.693273425102234,22.355852127075195,2235.5852127075195,Cocaine
Bolivia_(Plurinational_State_of),Cocaine use disorders,0.5667284727096558,0.7060856819152832,0.1862352043390274,0.009164941,0.006812127,0.067870177,1.9140417575836184,27.49502944946289,2749.502944946289,Cocaine
Bosnia_and_Herzegovina,Cocaine use disorders,0.9575390815734864,0.3943313360214233,0.3406137228012085,0.010697441,0.007893924,0.1209306120872497,1.717381715774536,10.164088249206545,1016.4088249206544,Cocaine
Botswana,Cocaine use disorders,1.0049835443496704,0.3777456283569336,0.3335579931735992,0.009628941,0.005132199,0.1263813972473144,1.7022247314453125,28.01614761352539,2801.614761352539,Cocaine
Brazil,Cocaine use disorders,0.5406202077865601,0.7117584943771362,0.1848901957273483,0.006379941,0.005189671,0.066949882,1.4386141300201416,17.518205642700195,1751.8205642700195,Cocaine
Brunei_Darussalam,Cocaine use disorders,0.556518018,0.710350752,0.1921488046646118,0.004033265,0.005290153,0.069167748,1.4549216032028198,18.611265182495117,1861.1265182495115,Cocaine
Bulgaria,Cocaine use disorders,0.5540466904640198,0.7174944281578064,0.2013559341430664,0.014767677,0.005660786,0.071883105,2.049309730529785,9.345234870910645,934.5234870910645,Cocaine
Burkina_Faso,Cocaine use disorders,1.018274188041687,0.3739849925041199,0.3124608993530273,0.012751736,0.016486442,0.1193563640117645,1.683943271636963,42.10673522949219,4210.673522949219,Cocaine
Burundi,Cocaine use disorders,0.9995126128196716,0.3678993582725525,0.3307006955146789,0.012804853,0.017959148,0.1182064861059188,1.6947650909423828,42.68764877319336,4268.764877319336,Cocaine
Cabo_Verde,Cocaine use disorders,1.0056036710739136,0.3886666297912597,0.3274957835674286,0.006139559,0.011247532,0.1253210306167602,1.6999964714050293,23.856029510498047,2385.6029510498047,Cocaine
Cambodia,Cocaine use disorders,0.9996753931045532,0.3678802847862243,0.3426927626132965,0.007922,0.017933046,0.1229026615619659,1.6942293643951416,28.930265426635746,2893.026542663574,Cocaine
Cameroon,Cocaine use disorders,0.9996591210365297,0.3678870797157287,0.324011356,0.011265382,0.017961254,0.1179928258061409,1.6943087577819824,39.63996887207031,3963.9968872070312,Cocaine
Canada,Cocaine use disorders,0.566524327,0.7079545259475708,0.2022373080253601,0.007364882,0.004021634,0.069827542,1.4496865272521973,11.191176414489746,1119.1176414489746,Cocaine
Central_African_Republic,Cocaine use disorders,1.0110284090042114,0.3717692494392395,0.3089590966701507,0.018823912,0.008773348,0.1099262535572052,1.6872377395629885,43.781028747558594,4378.102874755859,Cocaine
Chad,Cocaine use disorders,1.0131959915161133,0.3727156221866607,0.3049849569797516,0.015956383,0.012324186,0.1098430156707763,1.6862525939941406,49.04043960571289,4904.043960571289,Cocaine
Chile,Cocaine use disorders,0.5429725646972656,0.7087845206260681,0.1881665736436844,0.005712235,0.00323427,0.068015285,1.444184661,15.009352684020996,1500.9352684020996,Cocaine
China,Cocaine use disorders,1.0085071325302124,0.3718421459197998,0.3450921177864074,0.006615941,0.011926838,0.1226320341229438,1.688652753829956,13.279765129089355,1327.9765129089355,Cocaine
Colombia,Cocaine use disorders,0.5512853860855103,0.724797249,0.1873456239700317,0.005496206,0.005857601,0.066528447,1.4520878791809082,19.386117935180664,1938.6117935180664,Cocaine
Comoros,Cocaine use disorders,1,0.3678794503211975,0.2032008618116378,0.009584324,0.017945664,0.073963843,1.6931469440460205,34.898292541503906,3489.8292541503906,Cocaine
Congo,Cocaine use disorders,1.0120208263397217,0.3733891248703003,0.3336386382579803,0.0093425,0.008341933,0.1169943511486053,1.686769962310791,36.330589294433594,3633.0589294433594,Cocaine
Cook_Islands,Cocaine use disorders,0.9997374415397644,0.3678817749023437,0.342059851,0.007561147,0.017932696,0.1256516277790069,1.6940248012542725,20.903942108154297,2090.3942108154297,Cocaine
Costa_Rica,Cocaine use disorders,0.5686161518096924,0.7254770994186401,0.1936521530151367,0.004334853,0.007010537,0.068089999,2.0356802940368652,17.571823120117188,1757.1823120117188,Cocaine
Croatia,Cocaine use disorders,0.9634041786193848,0.3905943036079407,0.338255912,0.012439324,0.004342617,0.1225314959883689,1.7157137393951416,9.736206055,973.6206055,Cocaine
Cuba,Cocaine use disorders,0.5516770482063293,0.7210733890533447,0.1957432329654693,0.008367706,0.005384608,0.069869198,1.467634677886963,11.795941352844238,1179.5941352844238,Cocaine
Cyprus,Cocaine use disorders,0.5541039705276489,0.7222597599029541,0.1968106031417846,0.006558794,0.005462186,0.069535635,1.4599218368530271,12.889471054077148,1288.9471054077148,Cocaine
Czechia,Cocaine use disorders,0.969830036,0.3866584002971649,0.3427848219871521,0.010856883,0.009872116,0.1282025426626205,1.7110222578048706,10.197294235229492,1019.7294235229492,Cocaine
Côte_d'Ivoire,Cocaine use disorders,0.8588272929191589,0.4238544106483459,0.3006989955902099,0.011459618,0.013356883,0.1141009181737899,1.7871556282043457,40.77550125,4077.5501251220703,Cocaine
Democratic_People's_Republic_of_Korea,Cocaine use disorders,0.9999988079071044,0.3689454197883606,0.3456415235996246,0.008783147,0.017934673,0.1250434219837188,1.6934187412261963,15.744587898254396,1574.4587898254397,Cocaine
Democratic_Republic_of_the_Congo,Cocaine use disorders,0.965404451,0.4061044454574585,0.318656862,0.012808471,0.009953653,0.1140355169773101,1.714928150177002,44.18323516845703,4418.323516845703,Cocaine
Denmark,Cocaine use disorders,0.5574190020561218,0.7189779281616211,0.187341884,0.010362588,0.005545218,0.068182252,1.4552018642425537,11.533265113830566,1153.3265113830566,Cocaine
Djibouti,Cocaine use disorders,0.9996410012245178,0.3678829073905945,0.3270427286624908,0.009576176,0.017933868,0.1204693764448165,1.6943415403366089,29.158470153808594,2915.8470153808594,Cocaine
Dominica,Cocaine use disorders,0.5595778822898865,0.7172251343727112,0.1898857951164245,0.010841383,0.006235024,0.067762136,1.4615098237991333,16.436323165893555,1643.6323165893557,Cocaine
Dominican_Republic,Cocaine use disorders,0.5623875856399536,0.7171933054924011,0.1841080486774444,0.005781529,0.005822988,0.066177025,1.482268452644348,23.36005973815918,2336.005973815918,Cocaine
Ecuador,Cocaine use disorders,0.576712966,0.7239193916320801,0.1819577515125274,0.005164618,0.007945972,0.067160755,2.0120372772216797,22.71741104125977,2271.741104125977,Cocaine
Egypt,Cocaine use disorders,0.9454280138015748,0.4013819694519043,0.3315019011497497,0.006416471,0.005063132,0.1199085041880607,1.7252910137176514,27.03167724609375,2703.167724609375,Cocaine
El_Salvador,Cocaine use disorders,0.914876103,0.4120551943778991,0.2988016605377197,0.007230765,0.005178184,0.1092076674103736,1.7473957538604736,23.023412704467773,2302.3412704467773,Cocaine
Equatorial_Guinea,Cocaine use disorders,0.9639837741851808,0.3912525773048401,0.2979449033737182,0.011913941,0.00941681,0.1142594143748283,1.7394193410873413,38.50470733642578,3850.470733642578,Cocaine
Eritrea,Cocaine use disorders,0.9662405848503112,0.3933992385864258,0.3226845562458038,0.009550706,0.018495806,0.1201923489570617,1.7181439399719238,35.371116638183594,3537.1116638183594,Cocaine
Estonia,Cocaine use disorders,0.5613082647323608,0.7232722043991089,0.1895216107368469,0.012676824,0.0074443,0.069943093,2.0402212142944336,10.35129451751709,1035.129451751709,Cocaine
Eswatini,Cocaine use disorders,0.9657793641090392,0.3960920572280884,0.3121126294136047,0.012488912,0.00399002,0.117569476,1.7293524742126465,31.33338165283203,3133.338165283203,Cocaine
Ethiopia,Cocaine use disorders,0.9627996683120728,0.4064561724662781,0.3200890719890594,0.011616529,0.020236708,0.1128986626863479,1.7170906066894531,40.63685226,4063.6852264404297,Cocaine
